;Unnamed: 0;URL;Osoite;Alue;Myyntihinta;Velaton hinta;Pinta-ala;Neliöhinta;Rahoitusvastike;Hoitovastike;Yhtiövastike;Muut kustannukset;Kerros;Huonekokoonpano;Huoneet;Vapautuminen;Parveke;Kylpyhuoneen varusteet;Sauna;Taloyhtiössä sauna;Säilytystilat;Näkymät;Tulevat remontit;Tehdyt remontit;Infoteksti;Kerroslukema
342;342;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15564839;Ylioppilaankatu 9 C, Länsi Hervanta, Tampere;Hervanta;117266.09;119000.0;62.5;1904.0;56.02;300.8;356.82;Parkkipaikan maksut: 10 EUR/kk. Muut maksut: laajakaistamaksu 10,98€/huoneisto/kk pesulamaksu 0,50€ / koneellinen höyrypesuri 0,50€ / kerta.;2 / 3;2h+k+psh+s-os+vh+lp;2.0;heti;True;Varustus: pesukoneliitäntä, lattialämmitys, suihku, peilikaappi. Varustus: lattialämmitys, peilikaappi, bidee-suihku.;True;False;vaatehuone, jäähdytetty kellari, kellarikomero;Yhtiön piha-alueelle ja metsikköön;2020 ulko-ovien korjaus 00,00€ 2022 LVV seurantatutkimus 2 000,00€ 2023 LVI Energiaremontti 00,00€;kts kunnossapitotarveselvitys;"Valoisa läpitalon 2. kerroksen heti vapaa hyväkuntoinen kaksio Hervannan rauhalliselta alueelta hyvin hoidetusta taloyhtiöstä.
Huoneisto on remontoitu kauttaaltaan  vaaleansävyiseksi. Runsaasti kaappitilaa sekä vaatehuone. Keittiöön mahtuu isompikin pöytä. Valoisa iso olohuone josta käynti tilavalle lasitetulle parvekkeelle josta vehreät näkymät. Pesuhuone ja sauna ovat siistikuntoiset. Tämä koti vapautuu välittömästi !
Lämpöpistokepaikka ajoneuvolle ja pienellä jonotuksella autokatospaikkakin löytyy. Yhtiöllä hyvä pesutupa  ja mankeli kuivaushuoneineen alakerrassa, ulkoiluvälivarasto sekä 
kylmäsäilytyskellari ja häkkikomero.

YKSITYISESITTELYT JOUSTAVALLA AIKATAULULLA, TERVETULOA! 
Yleinäytöllä noudatamme huolellisuutta eli 2 henkilöä kerrallaan huoneistoon ja välittäjä avaa tarpeelliset ovet jne.

Esittelyt ja lisätiedot
Riitta Hellgren@spkoti.fi
p.0447688106";2.0
343;343;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15564455;Pohjankulma 4 B, Tammela, Tampere;Tammela;224000.0;224000.0;57.5;3895.65;0.0;0.0;0.0;Sauna: 16 EUR/kk. Parkkipaikan maksut: 12 EUR/kk. Muut maksut: Tietoliikennemaksu: 4,00€/kk. Autopaikka: 12,00€/kk, vuokralaiselta 18,00€/kk..;3 / 6;2h, k, kph/wc, lasit.parveke;2.0;sopimuksen mukaan;True;Pesutilojen kuvaus: Kylpyhuone remontoitu kokonaan 2019 ja täydennys remontoitu 2020. Varustus: suihkuseinä, pesukoneliitäntä, wc-istuin, suihku, peilikaappi.;False;False;Kuvaus: Kaappeja ja komeroita, häkkivarasto, kylmäsäilytyskaappi. kellarikomero;Olohuone ja lasitettu parveke pihapiiriin lännen suuntaan;Kunnossapitotarve yhtiökokousta (19.04.2019) seuraavien viiden vuoden aikana: Pihasuunnitelman teko, aidan uusiminen, asfaltointi. A-portaan kellarikäytävien maalaus. Vesi- ja-viemäriputkien kuntotutkimus. Poistoilman lämmöntalteenottolaitteiston hyötyselvitys ja mahdollinen hankinta. Kaikkien yleisten tilojen valaisimien päivittäminen LED-valaisimiksi.;1990: ikkunamaalaukset. 1992: Lukkojen sarjoitus. 1993: Patteriventtiilit. 1995: Ovipuhelimet. 1998: Vesikate. 2002: B- ja C-portaiden hissien nostokoneistojen kunnostus. 2003: Ilmastointikanavien puhdistus. 2005: Kaukolämpölaitteiden uusiminen. 2006: Ala-aulojen ja ulko-ovien maalaus. 2007: Pihavalot ja elementtisaumaus. 2009: Ulkovaipan kuntotutkimus. 2010: Vesi- ja viemäriputkistojen kuntotutkimus. 2012: Autolämmityspistorasiat uusittu. 2012: Galvanoidun kylmävesirunkojohdon ja sulkuventtiilien uusiminen. 2013: Lukkojen sarjoitus. 2013: Ulko-ovien uusiminen. 2013 ovipuhelimien uusiminen. 2014: Julkisivuremontti (sis. parvekkeet + lasitukset + ikkunat ) 2014: Ilmanvaihtolaitteistojen- ja kanavien puhdistus ja tarkastus. 2017: B-C-kellarikäytävän maalaus ja saunan kunnostus. 2018: Hissien korjausta kuntoarvion mukaisesti ja raitisilmasuodattimien vaihto asuntoihin.;"HUOM!  Nyt tuli myyntiin tyylikkäästi remontoitu, avara ja valoisa, huippupaikalta Tammelan alueelta kolmannen kerroksen parvekkeellinen kaksio!
Keskustan palvelut lähellä, Tammelan torille muutama sata metriä.

Asunto remontoitu 2020, keittiö uusittu kokonaan. Uudet rungot ja tyylikkäät korkeakiilto ovet, lisäksi kaikki uudet kodinkoneet ja lisäksi integroitu mikro.
2020 asunnon kaikki seinäpinnat on maalattu ja tapetoitu, uudet laminaattilattiat ja jalkalistat, lasitettu parveke kunnostettu yhtiön toimesta.
Kokonaan laatoitettu kylpyhuone on myös remontoitu mm. taitettava suihkuseinä.

Erittäin alhainen yhtiövastike: 171,41 €/kk.
Viimeisen isännöitsijältä saadun tiedon mukaan (26.03.2020) autopistokepaikka vapaana (12.00€/kk).

Tämä asunto on ehdottomasti nähtävä paikanpäällä!!

Esittelyt ja tiedustelut:
Kai Lassila  KiAt  Osakas
0400-861777
kai.lassila@huom.fi";3.0
344;344;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15013051;Teivaalantie 5 a A 11, Lielahti, Tampere;Lielahti;47300.0;157200.0;35.5;4428.17;94.2;134.9;229.10000000000002;;2 / 6;2h+kt;2.0;Arviolta 11/2020;True;;False;False;;;;;"Toisen kerroksen kaksio täyttyy valosta, kun olohuoneessta on suora käynti isokokoiselle lasitetulle parvekkeelle. Tilava makuuhuone, erillinen vaatehuone ja helposti sisustettava olohuone tekevät tästä kaksiosta toimivan ja kauniin kokonaisuuden, jossa elämä maistuu Lielahden mukavasssa kotikorttelissa.

 Kodin selkeässä ja käytännöllisessä pohjaratkaisussa on kiinnitetty erityisesti huomiota arjen helppoon sujumiseen. Isot ikkunat luovat kotiin avaruutta ja päästävät luonnonvaloa sisään maksimaalisesti. Keittotila asettuu kompaktisti olohuoneen seinustalle luoden mukavasti tilaa yhdessäololle ja seurustelulle. Tilavaan makuuhuoneeseen saa sovitettua parisängyn lisäksi vaikka pinnasängyn tai työskentelypisteen pöydän kera. Makuuhuoneen toimivuutta lisää erillinen vaatehuone.

 Sisustussuunnittelijamme on valinnut tähän kotiin modernin sisustustyylin vaaleine pintoineen ja hillityn tyylikkäine kalusteineen. Puustellin keittiön kaapistot ovat valkoiset ja työtaso tumma. Kaapistojen välitila on valkoiseksi taustamaalattu lasilevy.  Boschin integroidut kalusteet kuten astianpesukone, kalusteuuni ja -mikro kuuluvat vakiovarusteisiin. Raikkaan vaaleansävyinen lattia viimeistelee kodikkaan kokonaisuuden. Moderni tyyli tarjoaa neutraalin tyylikkään pohjan, jota on helppo maustaa oman maun mukaan.

 Kodin vetonaula on koko asunnon levyinen lasitettu parveke, jolle voi sisustaa mukavia oleskelutiloja ruokailuun, seurusteluun tai kukkien kasvattamiseen. Itään päin avautuvalla parvekkeella voi aamiaista aamuauringossa nauttiessa seurailla suojaisan sisäpihan elämää.

 Käytännöllisen kokoisessa kylpyhuoneessa on moderni seinä-WC ja suihkunurkkaus kääntyvillä lasiovilla. Tavaroille löytyy säilytystilaa allaskalusteesta ja pyykkikaapista. Omalle kapealle pesukoneelle on tilavaraus.

 Lielahden Valon kotikorttelissa on panostettu viihtyvyyteen ja monipuolisiin yhteistiloihin. Saunassa ja vilvoitteluterassilla on ihana rentoutua. Omalla suojaisalla korttelipihalla voi grillailla ja kasvattaa istutuslaatikoissa omat yrtit ja salaatit. Postin automaatti, pesupiste koirantassuille tai lastenvaunuille sekä autonpesupaikka helpottavat arjen sujuvuutta. Yhteiseksi iloksi asukkaille tulee myös monikäyttöinen korttelitupa ja verstas työkaluineen.

 Osakkeina myytäviä autopaikkoja löytyy sekä katoksen alta että pihalta. Jokaisella autopaikalla on lämpöpistoke valmiina. Olethan yhteydessä asuntomyyntiimme, niin kerromme lisää.";2.0
345;345;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15564364;Tiporaitti 9 E, Santalahti, Tampere;Santalahti;57131.2;194700.0;36.5;5334.25;87.72;167.9;255.62;Muut maksut: Kuitu/kaapeli-TV -vastike 8,00 €/kk, Autopaikan arvioitu hoitovastike on 37,50 €/kk, Arvioitu rahoitusvastike ensimmäisen noin 2,5 vuoden ajan 87,72€/kk sisältää lainan korot. Arvioitu rahoitusvastike noin 2,5 vuoden jälkeen valmistumisesta 609,14€/kk sisältää lainan koron ja lainan lyhennykset..;3 / 4;2h, k, kph/wc, vh, lasit.p;2.0;;True;Pesutilojen kuvaus: Varustus: suihkuseinä, peilikaappi, allaskaappi, pesukoneliitäntä, lattialämmitys, wc. Lattia ja seinät laatoitettu.;False;False;Kuvaus: Kellarivarasto, vaatehuone, kaapistot;;;;"MUUTTOVALMIS uuden Santalahden alueen ensimmäinen kerrostalo Tikkutehtaan-kortteliin!

Asunto Oy Tampereen Tikkutehtaan Loimuuun on rakennettu 89 monipuolista asuntoa. Pohjaratkaisuja on valtavasti moneen eri mieltymyksiin. Kaikkien asuntojen pohjaratkaisuihin on kiinnitetty erityistä huomiota. Kaikissa asunnoissa on lasitettu parveke ja osassa on lisäksi vielä toinenkin parveke tai piha-alue. Asuntojen koot vaihtelevat 25m²:stä 92m²:iin.

Tikkutehtaan Loimu on hissillinen 4. kerroksinen yhtiö. Jokaiselle huoneistolle on oma irtaimistovarasto. Pyörille on varattu säilytystiloja niin sisäpihan varastosta kuin autohallistakin. Yhtiön alapuolelle kellarikerrokseen on rakennettu autohalli, jonka autopaikat myydään erillisinä osakkeina. Yhtiössä on vain asuinkäyttöön tarkoitettuja huoneistoja.

Tikkutehtaan Loimu erottuu asumisen massasta uniikilla arkkitehtuurillaan, laadukkailla julkisivumateriaaleillaan sekä viihtyisällä piha-alueellaan. Rakennuksen itä- ja eteläpuolen julkisivuissa on käytetty paikalla muurattua tiiltä sekä ajan mittaan kauniisti patinoituvaa corten-terästä, jotka henkivät vanhan teollisuusalueen tunnelmaa. Sen kanssa raikasta vuoropuhelua käyvät suojaisan sisäpihan ajattoman valkoiset pinnat, kauniit istutukset, tunnelmavalaistus ja kiireettömään oleskeluun kutsuva viehättävä ja valoa huokuva aukio.

Uudesta Santalahdesta on tulossa moderni, nykyaisen asumisen keskittymä. Alueen läpi tulee kulkemaan kevyen liikenteen väylä ja Santalahti osuu suoraan uuden ratikkareitin varrelle. Tikkutehtaan alue on keskustaa lähin oleva kortteli, joten kulku niin keskustaan, Lielahteen kuin Pispalaankin käy nopeasti ja kätevästi. Lähialuueen palvelut ovat kattavat niin luonnon läheisyyttä kaipaavalle kuin urbaanille kaupunkiasujallekin. Lähes kotiovelta avautuu mm. Elixian treenimahdollisuudet, Hoplopin-aktiviteetit, ravintoloita, uimaranta, koirapuisto, Pyynikin ulkoilumaatot, Särkänniemi, kesäisin Näsijärven uimarannat ja venesatama sekä talvisin Siilinkarin jääreitti.

KOHTEESEEN TUTUSTUMINEN:
HUOM! Pirkanmaan Laatuvälitys Oy haluaa omalla toiminnallaan tehdä kaikkensa, jotta koronavirus saadaan kuriin mahdollisimman tehokkaasti. Tämän vuoksi yleisesittelyjä emme pidä ollenkaan vaan epidemian aikana järjestämme ainoastaan yksityisnäyttöjä. Kun haluat tutustua tähän kohteeseen, jätäthän ystävällisesti yhteydenottopyynnön tai otat suoraan yhteyttä kohteen välittäjään.

Ohjeita esittelyyn tulevalle:
- Kun varaat yksityisen esittelyn, varmistuthan siitä, että olet terve.
- Mikäli koet, että sinulla tai jollakin perheenjäsenelläsi on flunssan oireita (nuha, yskä, kurkkukipu tai kuume) älä tule esittelyyn vaan ota yhteyttä niin siirretään se myöhempään ajankohtaan.
- Näytöillä noudatetaan viranomaismääräyksiä ja suosituksia esim. käsihygienian suhteen.

Lämpimästi tervetuloa!

Lisätiedot ja esittelyt: Emma Nummela YKV, LKV p. 044 545 4588";3.0
346;346;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15563203;Tesomankuja 1 A, Tesoma, Tampere;Tesoma;54592.32;124800.0;30.5;4091.8;234.59;122.0;356.59000000000003;Sauna: 10 EUR/kk;3 / 8;2h+kk+kph+p;2.0;myydään vuokrattuna. Irtisinomisaika AHVL mukaan.;True;Pesutilojen kuvaus: Lattia ja seinät laattaa. Varustus: Allaskaappi, peili, suihku, wc, pesukoneliitäntä, suihkuverhokisko.;False;False;kellarikomero;;;;"Omaksi kodiksi tai sijoitukseen? 

2018 valmistunut Asunto Oy Tesoman Tähti! Kehittyvän ja viihtyisän Tesoman kaupunginosan paraatipaikalle. Hyvien kulkuyhteyksien varrelle Tesoman Valtatien viereen. Julkinen liikenne ja kevyen liikenteen väylät lähtevät aivan kotiovelta.

Talon läheisyydessä monipuolinen Tesoman liikekeskus. Kävelymatkan päässä ovat myös Tesoman palloiluhalli, jäähalli ja uimahalli.

Tämä ajaton, vaaleansävyinen koti sijaitsee modernin talon kolmannessa kerroksessa. Huoneiston pohjaratkaisu on tehokas ja erinomainen. Asunnon lattiat on parkettia ja kylpyhuone kaakeloitu. Keittiössä kotimaiset Topi-Keittiön vaaleat kalusteet. Laadukkaat Electroluxin kodinkoneet; keraaminen liesitaso ja erillisuuni, jääkaappi-pakastinyhdistelmä sekä astianpesukone.

Yhtiössä on kustannustehokas maalämpö ja maakylmäviilennys sekä tulo-poistoilmanvaihto lämmöntalteenotolla.

Asumismukavuutta lisää laajakaistayhteys sekä kylpyhuoneen mukavuuslattialämmitys. Taloyhtiö liitetty kaapeli-TV verkkoon.

Lisätiedot ja esittelyt:
Juuso Ritari
Kiinteistönvälittäjä, LKV, LVV
040 838 0668
juuso.ritari@glik.fi";3.0
347;347;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15563202;Näsilinnankatu 21 C, Keskusta, Tampere;Keskusta;117558.89;279000.0;50.0;5580.0;127.8;143.0;270.8;Muut maksut: Yhtiö omistaa 2/3 tontista, 1/3 on vuokrattu. Tontin lunastushinta valmistumishetkellä tämän asunnon osalta on 15.742,00€ (ei sisällä varainsiirtoveroa 4% eikä kaupanvahvistuspalkkiota). Ilmoitettu rahoitusvastike sisältää vain koron osuuden, arvioitu rahoitusvastike lyhennysten alkaessa on 622,00€/kk. Korko on laskettu todellisella vuosikorolla 6kk euribor (arvo väh. 0%) + 0,95 marginaalilla. Laina-aika on 2+22 vuotta. 1. lyhennys erääntyy arviolta 1.9.2020..;2 / 8;2h+kt+kph+s;2.0;Myydään vuokrattuna. Irtisinomisaika AHVL mukaan.;False;Pesutilojen kuvaus: Lattia 10x10 laattaa, seinät 60x20 laattaa. Varustus: allaskaappi, wc, suihku, pesukoneliitäntä ja mukavuuslattialämmitys.;True;False;;;Yhtiöllä ei ole vielä kunnossapitotarveselvitystä.;;"Moderni kokonaisuus, aivan paraatipaikalta! Kahdeksaan kerrokseen kohoava As Oy Vanha Painotalo tarjoaa paljon kaivattua laatua keskusta-asumiseen.

Asunnon lattiamateriaalina on suuret 60x60 kuivapuristelaatat kapeilla saumoilla. Sisäovissa ei kynnyksiä vaan lattiapinta jatkuu huoneesta toiseen samassa tasossa. Asunnossa on vesikiertoinen lattialämmitys. Lisäksi pesutiloissa on myös sähköinen mukavuuslattialämmitys.

Keittiökalusteet mittatilaustyönä, kaapistojen ovet tammiviilutettuja, tasot HiMacs levyä. Keittiön allas on samaa materiaalia ja se on saumattomasti liitetty tasoon. Kodinkoneet Bosch serie 4. Kodinkoneet pääosin integroituja.

Asunnon varusteluun kuuluu huoneistokohtaisesti säädettävä viilennys. Lisäksi näsilinnankadun puolelle kolme ranskalaista parveketta.

Asunto myydään vuokrattuna!

Sovi yksityisesittely!

Juuso Ritari
Kiinteistönvälittäjä, LKV, LVV
040 838 0668
juuso.ritari@glik.fi";2.0
348;348;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15561943;Pyynikintie 25 A 62, Pyynikki, Tampere;Pyynikki;106706.22;343200.0;52.0;6600.0;176.8;236.08;412.88;Rahoitusvastike sisältää ainostaan yhtiölainan korot. Laina-aika 2 + 21 vuotta..;3 / 4;2h, kt, kph, vh, rp, parveke;2.0;Kohteen valmistuttua;True;Kylpyhuone, suihku, peilit, kylpyhuonekaapisto, pesukoneliitäntä, lattialämmitys, kiinteät valaisimet;False;False;Vaatehuone, kaapistot, irtaimistovarasto;pihalle;;;"Tässä tilaisuus sinulle, joka arvostat loft-tyylisiä asuntoja lähes 4 metrin huonekorkeudella, vanhan teollisuusrakennuksen tiiliseiniä pilareineen ja palkkeineen sekä lattianrajasta aukeavia ruutuikkunoita nykyajan talotekniikalla mm. vesikiertoinen lattialämmitys, huoneistojen viilennys sekä etelän ja lännen puoleisissa asunnoissa jäähdytys.
Laajasta huoneistovalikoimasta löydät varmasti mieluisan ja persoonallisen kodin juuri sinun ja perheesi tarpeisiin. 

Sisustusarkkitehtitoimisto dSign Vertti Kivi & Co suunnittelemat kolme erilaista sisustuskokonaisuutta täydentää huoneistojen tyylikkyyden ja korkeatasoisen varustuksen (katso mallikuvat).

Pyynikin Patruuna rakentuu omalle tontille aivan Pyhäjärven rannan tuntumaan huippupaikalle, jonka lännen- ja etelänsuuntaan aukeavista huoneistoista suuremmassa osassa on järvinäkymät.

Soita ja sovi työmaaesittely juuri valmistuneeseen MALLIHUONEISTOON tai tule käymään Pyynikin Patruunan esittelytilassa Pyynikintie 25:ssä (sisäpiha) parittomilla viikoilla maanantaista - perjantaihin klo 12.00-14.00 välillä.";3.0
349;349;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15561570;Lielahdenkatu 39 D, Lentävänniemi, Tampere;Lentävänniemi;83747.25;119000.0;57.5;2069.57;105.85;207.0;312.85;;1 / 5;2h, k, vh, kph, las.p;2.0;heti;True;Pesutilojen kuvaus: Kauttaaltaan kaakeloitu kylpyhuone putkiremontin yhteydessä. Pyykinpesukoneliitäntä, allas- peilikaappi;False;False;;Keittiö ja makuuhuone etupihalle itään päin, olohuone ja parveke sisäpihalle länteen päin.;30.12.2008 laadittuun kuntoarvioon perustuva ennuste seuraavalle 5 vuodelle tulevista peruskorjauksista -v. 2018-2019 talotekniikkasaneeraus, LTO laitteiden asennus -v. kuntoarvion päivitys;-v. 1992 vesikate uusittu - v. 1995 julkisivumaalaus ja elementtisaumaus -v. 1997 lämpökeskussaneeraus -v.1999 saunojen saneeraus -v. 2002 porrashuoneiden maalaus - v. 2005 putkiston kuntotutkimus -v. kiinteistön peruskuntoarvio - v. ikkunoiden ja parvekeovien uusiminen -v .2010 ilmanvaihtokanavien nuohous ja säätö -v. 2012 parvekkeiden ja julkisivujen korjaussuunnittelu, kiinteistön lukituksen uusiminen - v. 2013 kylpyhuoneiden kosteuskartoitus, julkisivujen ja parvekkeiden korjaus 1.vaihe -v. 2014 julkisivujen ja parvekkeiden korjaus 2. vaihe, pesutuvan pyykinpesukoneen uusiminen - v.2015 energiatodistuksen hankinta, putkistojen kuntotutkimus -v. 2016 talotekniikkasaneerauksen hankesuunnittelu -v. 2017 talotekniikkasaneerauksen toteutussuunnittelu -v.2018 talotekniikkasaneerauksen aloitus --Talotekniikka saneeraus (sisältäen mm. ljh:n saaneeraus, lto:n asentaminen, huoneistokohtainen vedenmittaus, märkätilojen saneeraus) 2018-2019. 1. Asuinhuoneistojen saneeraukseen sisältyy mm. - märkätilojen saneeraus (sis. uusi vesieristys, kalusteet, sähköasennukset, lattialämmitys, vesi-ja viemärijohdot) - huoneistokohtainen vedenmittaus - patteriventtiilien, sulkutulppien ja ilmausruuvien uusinta - huoneiston ryhmäkeskuksen uusiminen, uusi sähköjohto liedelle - antennijärjestelmä - yleiskaapelointi (atk-pistorasia) - ovipuhelin - ilmanvaihdon parantaminen 2.Yhteisten tilojen saneeraukseen sisältyy mm. -saunaosastojen uusiminen/tilamuutokset, saunaosaston erillispoistoilmanvaihto -kellarikerroksen yhteistilojen maalaus ja valaistuksen parantaminen, liiketunnistimet - kuivaushuoneet, pesutupa, siivouskomerot, wc:t, kerhotila kunnostus/parannus - verkkovirtatoimiset palovarottimet 3. Muuta saneeraukseen liittyvää - lämmönjakohuoneen saneeraus -poistoilman lämmöntalteenoton rakentaminen(sisältyy saneeraus tarjoukseen) -ilmanvaihtokanavien puhdistus sekä ilmamäärien mittaus ja säätö -sähköpääkeskuksen sekä mittarikeskuksen saneeraus -pihavalaistuksen parantaminen - vesi- ja viemärijohtojen uusiminen -sulku- ja linjasäätöventtiilien uusiminen - ulkopuolisten jäte- ja sadevesiviemärien uusinta Kokonaiskustannusarvio n. 2 900.000 euroa.;"Valoisa läpitalon huoneisto, rauhallinen sijainti Näsijärven läheisyydessä. Tilavat huoneet, lasitettu parveke suojaisalle sisäpihalle päin.  Asunto on lähes alkuperäisessä kunnossa, erittäin siististi asuttu ja hyvin pidetty. Kylpyhuone on todella kauniisti saneerattu putkiremontin yhteydessä. Tilava vaatehuone. Ensimmäinen asuinkerros, ei kuitenkaan maantasalla, hissi on.
As. Oy Telkkälaakso on valmistunut v. 1977 ja siitä on pidetty hyvää huolta vuosien varrella, on tehty paljon remontteja. Julkisivusaneeraus ja linjasaneeraus on tehty (mm.perinteinen putkistosaneeraus viemäreineen, uudistettu huoneistokohtainen vedenmittaus). Taloyhtiön saunaosasto on saanut myös uuden raikkaan ilmeen remonttien yhteydessä. Saneerausta rahoitetaan taloyhtiön oman tontin osan myynnin tuotoilla.
Asunto on heti vapaa.";1.0
350;350;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15560609;Näsilinnankatu 35, Keskusta, Tampere;Keskusta;225000.0;225000.0;54.0;4166.67;0.0;187.86;187.86;;3;2h + k + p;2.0;Asunto on vapaa;True;;False;False;;;"Lähivuosien korjausohjelma:
Lukkojen uudelleensarjoitus (sis. uudet avaimet)2020, Asuntokohtaiseten sulkujen tarkastus/uusiminen 2020";Elementtisaumojen uusiminen 1990, vesikatteen uusiminen 1993, lämmönvaihtimen uusiminen 1994, hissien kunnostus 1998, yläpihan autokannen asfaltointi 1998, ikkunoiden ja parvekeovien uusiminen 2000, talouskellarin jäähdytyslaitteiston uusiminen 2001, käyttövesiputkiston uusiminen 2005-06, lukkoremontti 2006, parvekeremontti (kaikki parvekkeet lasitettu) 2010, elementtisaumojen uusiminen osittain 2010, ulko-ovien uusiminen 2010-11, ikkunapielien kunnostus 2010, jätekatoksen rakentaminen 2011, elementtisaumojen uusiminen (ne, joita ei uusittu 2010) 2013, julkisivuelementtien kuntotutkimus-/kartoitus 2014, päätyseinän lisälämmön eristys ja laatoitus, pitkien julkisivujen impegrointi ja pihakannen kunnostus 2015-2016, energiasäästötoimenpiteiden  esiselvitys (lämmöntalteenotto yms.) 2017, lämpöselvitykseen pohjautuva suunnittelu ja muutos 2018;"Erinomaisessa kunnossa oleva viihtyisäksi remontoitu huoneisto keskustan parhaalta paikalta.  Lasitetulta parvekkeelta väljät näkymät itään ja etelään.
Kunnollisen kokoinen keittiö ja siellä uudet kaapistot ja kodinkoneet.";3.0
351;351;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15559450;Harankatu 13 B36, Hakametsä, Tampere;Hakametsä;113815.0;207900.0;55.5;3745.95;0.0;216.45;216.45;Vesimaksu 20 eur/hlö/kk, asuntokohtainen mittaus, tasaus mittarilukeman mukaan.;2 / 2;2h+kt+s+vh+lasitettu parveke;2.0;Vapautuminen sopimuksen mukaan;True;Lattialämmitys. Kokonaan laatoitettu, antrasiitin tumman harmaa lattialaatta, iso valkoinen seinälaatta, katto paneloitu. Tilavaraus ja liitäntä pesukoneelle ja päällekkäiselle kuivausrummulle. Kotimaiset Oraksen suihkuhana ja bidee sekä allashana. Kotimainen Idon wc-istuin.;True;False;;;;;"Ihana tilava 55,5 m2 saunallinen kaksio Tampereella lähellä Kalevaa. Loistava pohja, joka upeasti kalustettavissa kodiksi pariskunnalle tai pienelle perheelle. Harvoin tarjolla näin toimivaa kokonaisuutta.  Avara olohuone, josta käynti tilavalle parvekkeelle. Reilun kokoinen vaatehuone. Keittiössä erillinen ruokailutila, joka stailattavissa monenkokoisilla ruokailuryhmillä. Tyylikäs yhtiö keskustan tuntumassa ja vihreä pihapiiri rauhallisella alueella. Lähikauppa naapurissa ja kävelymatka Kalevan Prisman ostariin ja tulevan ratikan ja Hakametsän palveluihin. Loistavat bussiyhteydet. Yhtiöllä autoille vieraspaikkoja. Ostettavissa edullisesti autohallipaikkoja. Päiväkoti, koulu ja jäähalli lähellä. Tays 4 minuutin ajomatka.Tässä kiva, erittäin siisti koti, jossa on asuttu jonkin aikaa. Ehdota omaa esittelyaikaa: Wiola Kiiveri LKV, puh. 050 595 1123/Arkta Kiinteistöt Oy.

Esittelyt ja myynti Arkta Kiinteistöt:
Puh. 050 595 1123 / Wiola Kiiveri, LKV, LVV,KED";2.0
