;URL;Osoite;Alue;Myyntihinta;Velaton hinta;Pinta-ala;Neliöhinta;Rahoitusvastike;Hoitovastike;Yhtiövastike;Muut kustannukset;Kerros;Huonekokoonpano;Huoneet;Vapautuminen;Parveke;Kylpyhuoneen varusteet;Sauna;Taloyhtiössä sauna;Säilytystilat;Näkymät;Tulevat remontit;Tehdyt remontit;Infoteksti
439;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15543492;Koelaitoksenkatu 4 A, Ranta-Tampella, Tampere;Ranta-Tampella;103 340 €;224 000 €;43 m²;5 209,30 € / m;163,29 € / kk;163,40 € / kk;326,69 € / kk;Muut maksut: Vesimaksuennakko 20€/hlö/kk, tasaus kulutuksen mukaan. Rahoitusvastikearvio noin 163,29 €/kk sisältää pelkän koron. Lyhennykset alkavat arviolta 29.11.2022. Arvio pääomavastikkeesta lyhennysten alkaessa 603,30 €/kk. Tontin vuokravastikearvio noin 149,21 €/kk, tontin lunastushinta arvio noin 32.895,00€. Ostaja vastaa mahdollisesta tontin lunastamisesta aiheutuvista kustannuksista sekä varainsiirtoverosta..;2 / 14;1h, alkovi, k, kph/wc;2;Arvioitu valmistuminen 29.5.2020;Ei;Pesutilojen kuvaus: wc-istuin, peilikaappi, pesuallas, allaskaappi, suihku, suihkuseinä. Kalusteovet valkoiset matta mdf-ovet vetimillä. Seinälaatat matta valkoiset (asennus vaakaan), tehosteseinässä ruskeanharmaa mattalaatta (asennus vaakaan), lattialaatta valkoinen.;Ei;;Kuvaus: Kiinteät kaapistot, irtainvarasto.;;;;"Valmistumassa 5/2020 poikkeuksellisen upea kaksio Ranta-Tampellan Kanavamestarista. Tämä Yit:n rakentama yhtiö on aivan kanavan rantapenkalla ja tässä nyt myytävästä 2. kerroksen kodissa asut aivan kanava päällä Näsijärvinäkymin. Poikkeuksellisen hulppea huonekorkeus 3,4m2 tarjoaa asujilleen väljää, nykyaikaista asumista ja muutostöinä onkin teetetty 4m2 parvivaraus. Parven voi siis toteututtaa niin halutessaan. Upeat lähes kaikki ulkoseinät kattavat lasiseinät luovat poikkeuksellisen valoisan tunnelman asuntoon.  Asunnon tasoa on nostettu laadukkailla lisä- ja muutostöillä ja ne sisältyvät kauppahintaan. Tämä asunto onkin yhtiössä ainoa laatuaan. 
Kysy lisää ja mennään tutustumaan

HUOM! Asuntoon on mahdollista päästä tutustumaan yksityisesittelyllä vapun jälkeisellä viikolla 19.

Yhteystiedot: 

Mikael Riippa
0458661351
mikael.riippa@huom.fi


KOHTEESEEN TUTUSTUMINEN:
HUOM! Pirkanmaan Laatuvälitys Oy haluaa omalla toiminnallaan tehdä kaikkensa, jotta koronavirus saadaan kuriin mahdollisimman tehokkaasti. Tämän vuoksi yleisesittelyjä emme pidä ollenkaan vaan epidemian aikana järjestämme ainoastaan yksityisnäyttöjä. Kun haluat tutustua tähän kohteeseen, jätäthän ystävällisesti yhteydenottopyynnön tai otat suoraan yhteyttä kohteen välittäjään. Yksityisesittely järjestyy joustavasti aikataulusi mukaan!

Ohjeita esittelyyn tulevalle:
- Kun varaat yksityisen esittelyn, varmistuthan siitä, että olet terve. 
- Mikäli koet, että sinulla tai jollakin perheenjäsenelläsi on flunssan oireita (nuha, yskä, kurkkukipu tai kuume) älä tule esittelyyn vaan ota yhteyttä niin siirretään se myöhempään ajankohtaan. 
- Näytöillä noudatetaan viranomaismääräyksiä ja suosituksia esim. käsihygienian suhteen.

Lämpimästi tervetuloa!"
440;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15542407;Hämeenkatu 3 C, Keskusta, Tampere;Keskusta;131 364,94 €;337 456 €;55,5 m²;6 080,29 € / m;271,35 € / kk;262,85 € / kk;;Muut maksut: Rahoitusvastike (271,35 €/kk) sisältää pelkän yhtiölainaosuuden koron. Lyhennykset alkavat 2 vuotta valmistumisesta, jonka jälkeen rahoitusvastike on arviolta 958,32 €/kk..;7 / 9;2h+kt;2;Huoneiston valmistuttua arviolta 31.3.2020;Kyllä;Pesutilojen kuvaus: Lattiassa laatta ja seinät kaakelia. Varustus: Pesuallas, allaskaapisto, ja peili valaisimineen. Pesukoneliitäntä ja varaus kuivausrummulle.;Ei;;kellarikomero;Huoneistosta on näkymä sisäpihalle ja toisaalla Tuomiokirkonkadulle.;;1994 Putkiremontti 2000 Pihan korjausremontti 2001 Parvekkeiden uusiminen 2010 Ikkuna- ja julkisivuremontti 2014 Runkoviemäreiden korjaus 2019 Yläkerran rakentamisen yhteydessä uudet kattorakenteet, hissit, ilmanvaihtokoneet, lämminvesikierto, sähköt 2019-2020 lisäksi yhtiön yleisten tilojen osalta on tehty remontti kellarikäytävien, varastokopien, saunan, pesuhuoneen, pukuhuoneen, pesutuvan tiloissa. Remontissa on uusittu pinnat, sähköt ja valaistus. Lisäksi remontoitiin autohalli ja porrashuoneet.;"Nyt myynnissä upeita ullakkoasuntoja As Oy Hämeenkatu 3:sta.

Koti Tampereen kattojen yllä mahdollistaa rauhallisen asumisen keskellä kaupungin sykettä. Kodit rakentuvat Hämeenkadun ja Tuomiokirkonkadun kulmaan. Eli kaikki palvelut ovat lähettyvilläsi. Rautatieasema ja linja-autoasema ovat kivenheiton päässä ja myöhemmin liikennöivä ratikka kulkee talon edestä, joten liikkuminen on mutkatonta. Tämän keskeisempää sijaintia saa todella etsiä.  

Unelmasijainti, 1960- luvun talon pelkistetty tyyli sekä laajalti remontoitu rakennus, joka sijaitsee omalla tontilla tarjoaa hyvät puitteet vaivattomalle ja nautinnolliselle city-asumiselle. 
Asunnossa on liukuovellinen parveke, joka avaa olohuoneen ulkoilmaan. Kaikki nämä valmistuvat uudet asunnot ovat varustettu huoneistokohtaisella viilennyksellä. 

Nämä asunnot rakentaa Aki Hyrkkönen Oy tinkimättömällä ammattitaidolla. 

Asuntojen arvioitu valmistuminen on maaliskuussa 2020."
441;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15542389;Hämeenkatu 3 D, Keskusta, Tampere;Keskusta;134 674,40 €;347 757 €;56,5 m²;6 154,99 € / m;280,56 € / kk;271,77 € / kk;552,33 € / kk;Muut maksut: Rahoitusvastike (280,56 €/kk) sisältää pelkän yhtiölainaosuuden koron. Lyhennykset alkavat 2 vuotta valmistumisesta, jonka jälkeen rahoitusvastike on arviolta 990,83 €/kk..;8 / 9;2h+kt;2;Kohteen valmistuttua arviolta 13.3.2020;Kyllä;Varustus: suihkuseinä, pesukoneliitäntä, lattialämmitys, wc-istuin, suihku, peili.;Ei;;kellarikomero;Ikkunat Tuomiokirkonkadulle ja yhtiön sisäpihalle;;1994 Putkiremontti 2000 Pihan korjausremontti 2001 Parvekkeiden uusiminen 2010 Ikkuna- ja julkisivuremontti 2014 Runkoviemäreiden korjaus 2019 Yläkerran rakentamisen yhteydessä uudet kattorakenteet, hissit, ilmanvaihtokoneet, lämminvesikierto, sähköt 2019-2020 lisäksi yhtiön yleisten tilojen osalta on tehty remontti kellarikäytävien, varastokopien, saunan, pesuhuoneen, pukuhuoneen, pesutuvan tiloissa. Remontissa on uusittu pinnat, sähköt ja valaistus. Lisäksi remontoitiin autohalli ja porrashuoneet.;"Nyt myynnissä upeita ullakkoasuntoja As Oy Hämeenkatu 3:sta.

Koti Tampereen kattojen yllä mahdollistaa rauhallisen asumisen keskellä kaupungin sykettä. Kodit rakentuvat Hämeenkadun ja Tuomiokirkonkadun kulmaan. Eli kaikki palvelut ovat lähettyvilläsi. Rautatieasema ja linja-autoasema ovat kivenheiton päässä ja myöhemmin liikennöivä ratikka kulkee talon edestä, joten liikkuminen on mutkatonta. Tämän keskeisempää sijaintia saa todella etsiä.  

Unelmasijainti, 1960- luvun talon pelkistetty tyyli sekä laajalti remontoitu rakennus, joka sijaitsee omalla tontilla tarjoaa loistopuitteet vaivattomalle ja nautinnolliselle asumiselle. 

Pienemmissä asunnoissa on liukuovellinen ranskalainenparveke, joka avaa olohuoneen ulkoilmaan. Kaksi kerroksisissa asunnoissa on parveke Hämeenkadulle sekä oma sauna. Kaikki asunnot ovat varustettu huoneistokohtaisella viilennyksellä. 

Nämä asunnot rakentaa Aki Hyrkkönen Oy tinkimättömällä ammattitaidolla. 

Asuntojen rakentaminen jo pitkällä ja niiden arvioitu valmistuminen on 13.3. 2020."
442;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15541206;Pispalan valtatie 106, Epilä, Tampere;Epilä;134 355,72 €;139 000 €;50,5 m²;2 752,48 € / m;53,53 € / kk;257,55 € / kk;311,08 € / kk;;1 / 2;2h, k, vh, kph, s, lasitettu parveke;2;Heti;Kyllä;Kylpyhuone, suihku, peilikaappi, allaskaappi, kiinteät valaisimet, sähkösauna, wc;Kyllä;;Kaapistot, vaatehuone;pihalle;Lukitusjärjestelmän uusiminen ja heloitus 2020, lämmitysjärjestelmän tasapainotus 2021, huippuimurien uusiminen ohjauksineen, ilmanvaihtojärjestelmän puhdistus, mittaus ja säätö, poistoventtiilien kartoitus yhdenmukaiseksi 2022, ulkovarastojen huoltomaalaus 2023.;Kattoturvatuotteiden asentaminen ja lämmönsiirtimen uusiminen 2012, Sadevesi- ja jätevesiviemäreiden huuhtelu ja kuvaus, julkisivujen haitta-ainetutkimus 2016, Kattotiilien puhdistus ja suojakäsittely 2017, Ikkunoiden, Parvekeovien ja huoneistojen ulko-ovien uusinta 2017-2018 , Uuden jätepisteen rakentaminen 2017, IV-kanavien puhdistus ja säätö 2019, Postilaatikoiden ja postilaatikkotelineen uusiminen 2019.;"Kaunotar Epilästä etsii uutta omistajaa tositarkoituksella!

Tämä valoisa koti on juuri kokenut mittavan pintaremontin. Mosaiikkiparketti on hiottu ja lakattu kauniin vaaleaksi, seinät maalattu valkoisiksi ja makuuhuone saanut uuden laminaattilattian. Tässä asunnossa keittiö ja olohuone ovat kätevästi yhtenäistä avaraa tilaa. Asumismukavuutta luovat vaatehuone ja iso lasitettu parveke. Rentoutua voit vaikka oman saunan löylyissä.

Tässä loistava valinta esimerkiksi ensiasunnoksi tai sijoitukseen (vuokrataso 690e/kk+ vesi 25e/kk, autopaikka 12e/kk).

*****************
TÄLLÄ HETKELLÄ VAIN YKSITYISESITTELYJÄ KOHTEISIIN. SOVI ROHKEASTI OMA ESITTELYAIKASI KOHTEEN VÄLITTÄJÄLTÄ!
*****************"
443;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15540892;Multisillankatu 5 B, Multisilta, Tampere;Multisilta;86 762,08 €;89 900 €;56,5 m²;1 591,15 € / m;0 € / kk;223,18 € / kk;223,18 € / kk;;1 / 5;2H+K+VH+P ( Lasitettu parveke);2;Vapautuminen sopimuksen mukaan;Kyllä;;Ei;;;;"Piharakennusten huoltomaalauksia (1-5v).
P-alueen kunnostus ja uudet lämpötolpat (5v päästä). 
Alapohjan kuntotutkimus (1-5v).
Lasitusten täyshuolto (2021).
Katon kuntotarkastus (1-5v).
Sadevesikaivojen huuhtelu säännöllisesti (5v).
Pohjaviemärin kuntotutkinmus ja huuhtelu tarvittaessa (5v).";Ulkopuolisten putkien korjausta -97, julkisivumaalaus -98, lämmönjaon uusinta -99, parvekelasitus -03, lukkojen uudelleen sarjoitus -04, autolämmitysrasioiden lisäys -05,ilmanvaihdon korjaus rappu C-E, patteriverkoston termostattien uusinta -06, laaja putkisto- katto ja ikkunasaneeraus -11-12, iLOQ-lukkojen asennus -14, talotekniikan automatisointi ja etävalvontasopimus -14, Parvekelasien perushuolto kaikkiin parvekkeisiin -14, Porras- ja kellarikäytävien pesu ja vahaus sekä käytävämattojen uusiminen ja palvelusopimus -14, A-E rapun ilmanvaihdon säätö, lisäinvestointi säätöpelteihin -15, A-talon päädyn kerhohuoneen sisäänkäyntikatoksen uusinta -15, jälkiheijastavat kerrosmerkinnät porraskäytäviin -15, pohjaviemärin kuvaus ja huuhtelu -16, telekaapelin rakentaminen (operaattorin kustannuksella) -16, kaikkien hissien uusinta -16/17, porras- ja kellarikäytävien peruspesu ja vahaus -17;"Tyylikäs kokonaisuus! Asunnossa on keittiö remontoitu sekä pinnat uusittu, lasitettu parveke tuo lisämukavuutta. Yhtiössä on hoidettu isommat remontit alta ja tulossa 5.vuoden sisään olevat ovat vain huoltotoimenpiteitä!  
Kauppa sekä koulut / päiväkodit ovat asunnon läheisyydessä.  
Tervetuloa tutustumaan upeaan asuntoon!

Myynti & esittely

Markus Keskinen
Openmarket Kiinteistönvälitys

Postitorvenkatu 16
33840 Tampere
markus.keskinen@openmarket.fi
+358 44 3402126

www.openmarket.fi"
444;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15540255;Linnainmaanraitti 18, Linnainmaa, Tampere;Linnainmaa;98 974,13 €;100 000 €;62 m²;1 612,90 € / m;10,02 € / kk;245,31 € / kk;255,33 € / kk;;2 / 3;2h+k+s;2;Viimeistään 1 kk kaupanteon jälkeen;Kyllä;Erillinen wc, wc:ssä peilikaappi, Kph:ssa suihku, kh-tilassa pesukoneliitäntä, sähkösauna, jossa ikkuna;Kyllä;;Kellarikomero, jäähdytetty kellari;puistomaiset;Kunnossapitotarveselvitys 2020-2024:Pihavalaistuksen uusiminen (led.valot ja kupujen vaihto), numerokoodien lisäys rapunoviin, pihan/leikkialueen kunnostus, liiketunnistimien lisäys valoille (yleiset tilat);Ikkunoiden ulkopokien huoltomaalaus 1996, ylimpien parvekkeiden katot katettu huovalla 1998, lukostot uusittu 2000, elementtisaumaukset uusittu 2004, parvekkeiden korjaus ja huoltomaalaus 2007, lämmönvaihdin ja patteritermostaatit uusittu 2011, IV-kanavien nuohous ja ilmastoinnin säätö, parvekkeiden kaiteiden saumaus 2012, vesikate uusittu, viemärilinjojen huuhtelu 2013, porrashuoneet maalattu ja seinän tehoste-elementti huoltomaalattu 2015, asuntojen märkätilojen kartoitus 2016, käyttövesiputkiston kuntotutkimus, valvontakamerat asennettu 2017, katon kuntotarkastus, LVIS-saneerauksen hankesuunnittelu 2018, Parvekepoistojen sihtien uusiminen ja vesikaton paikkasaumaus.;"Linnainmaalla asut hyvien palveluiden vieressä. Kulkuyhteydet ovat erinomaiset ja koulut ja päiväkodit lähellä. Kaunis luonto ja lenkkipolut alkavat takapihalta. 
Tässä tilavassa kaksiossa on oma sauna, kodinhoitohuone, erillinen wc ja iso lasitettu parveke länteen, jolta on kivat näkymät puistoon. Asunto on kauniisti sisustettu ja hyvin pidetty."
445;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15540031;Hikivuorenkatu 14, Annala, Tampere;Annala;84 772,85 €;86 000 €;57,5 m²;1 495,65 € / m;73,10 € / kk;268,51 € / kk;341,61 € / kk;Varainsiirtovero 2%;1 / 3;2h+k++p;2;Heti vapaa;Kyllä;Laatoitettu, pesukoneliitäntä;Ei;;;;"Kunnissapitotarveselvitys:

2020 piha-aidan rakentaminen, 2022-24 painepesu, elementtisaumojen uusiminen, parvekkeet pinnoitus- ja paikkauskorjaukset, kaiteidenuusiminen kevytrakenteisilla kaiteilla, parvekkeiden lasittaminen, 202 lämmönsiirtimen uusinta, linja- ja patteriventtiilien uusinta ja lämmitysverkoston tasapainoitus, 2022-23 putkistoremontin hankesuunnittelu, 2022 ilmanvaihto nuohous, mittaus- ja säätötyöt";1997 patteri- ja linjaventtiilit uusittu,1998 julkisivujen kuntotutkimus tehty,2001 julkisivuremontti (painepesu,maalaus,elementtisaumat,parvekepielien betonia suojaava laastikerros),lämmönsiirrin uusittu, 2008 lukitus uusittu, 2011 ikkunat ja parvekeovet uusittu, taloautomaation alakeskus uusittu,2012 vesikatteet uusittu+parvekekattojen korjaus, ilmanvaihtojärjestelmä nuohottu+mitattu,kellarin ulko-ovet uusittu,2014 pihatolppavalaisinten ja ulkovalaisinten uusinta, ABC -talon kattovuodon vesivahingon korjaustyö, 2012 vesikatteen korjaus ja parvekekattojen vedenpoiston muutos, kellarin ja varastojen ulko-ovien uusinta, ilmanvaihtojärjestelmä nuohottu ja mitattu, 2011 ikkunoiden ja parvekeovien uusinta, taloautomaation alakeskus uusittu, 2016 käytävävalaistuksen uusiminen, porrashuoneiden ulko-ovet uusittu, 2019 LVV-kuntotutkimus, julkisivu ja parvekerakenteiden kuntotutkimus;"Lisätiedot ja esittelyt 040-300 4335 Raine Heinonen
1/3 krs:n remontoitu läpitalon huoneisto lasitetulla parvekkeella. Tässä asunto sinulle, joka haet tyylikkäästi remontoitua kotia. Nyt se olisi tarjolla. Hyvät kulkuyhteydet keskustaan, bussipysäkki lähellä. Annalan Sale n. 400m päässä, Kaukajärven palvelut n. 1km päässä. Taloyhtiöllä oma tontti.Tähän asuntoon kannatta tulla tutustumaan!"
446;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15535266;Virtainpolku 13 A, Hervanta, Tampere;Hervanta;94 000 €;94 000 €;54 m²;1 740,74 € / m;;;210,60 € / kk;Sauna: 8 EUR/kk. Parkkipaikan maksut: 55 EUR/kk;4 / 8;2h+k;2;heti;Kyllä;Varustus: pesukoneliitäntä, wc-istuin, suihku.;Ei;;vaatehuone;;2020 Viemäriverkoston kuntotutkimus 2020 Märkätilakatselmus kaikkien kiinteistön märkätilojen osalta 2020-21 Ulkovälinevaraston huoltomaalaus ja sokkeleiden kunnostus 2020-21 Salaojituksen tarkistus 2023 Porrashuoneiden seinäpintojen huoltomaalaus 1. - 8. kerros 2023 Lämmönjakokeskusken uusinta 2024 -25 Pihapäällysteen kallistukset ja asfaltin kunnostus 2025 Huoneistojen sähkösaneeraus / jakokeskusten uusiminen nousujohtoineen 2025 Vesikatteen uusinta;2005 Putkistosaneeraus 2012 Julkisivu- ja parvekesaneeraus 2018 Iv- hormien nuohous 2019 Kiinteistön peruskuntoarvio;"Oma koti yksin tai yhdessä. Nyt tarjolla oma koti Virtainpolulta, Pohjois-Hervannasta, kaikkien palveluiden läheisyydestä. Asunto on siisti, mutta pientä remonttia kaipaava. Tiloiltaan tämä asunto koostuu makuuhuoneesta, olohuoneesta sekä erillisestä keittiöstä ja kylpyhuoneesta.  Asunto sopii sijaintinsa ja kokonsa ansiosta myös sijoittajalle. Hervanta on kiinnostava vuokrauskohde. 

Tämä läpitalon huoneisto tarjoaa hyvällä sijainnilla huoletonta arkea ja viihtyisää asumista. Makuuhuone avautuu sisäpihalle ja olohuoneen tilava parveke tarjoaa lisätilaa sekä lisää asunnon viihtyisyyttä. Tartu mahdollisuuteen ja muuttamaan pääset vaikka heti. 

Pyydä lisätiedot ja sovi esittelysi 

Maarit Ritari 0405897299"
447;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15529328;Ratinankatu 8, Ratina, Tampere;Ratina;174 412,52 €;224 000 €;45,5 m²;4 923,08 € / m;524,16 € / kk;141,05 € / kk;665,21 € / kk;Tontinvuokravastike 191,10 €/kk. Lunastushinta on tämän hetken tilanteen mukaan laskettuna 954,830 euroa/m² + muut lunastuksesta aiheutuvat kulut. .;1 / 9;2h, kt, kph, vh, terassi;2;Asunto myydään vuokrattuna, sopimus irtisanottu, vapautuu viimeistään 1.8.2020;;Suihku, suihkuseinät, peilikaappi, kylpyhuonekapisto, wc-istuin, bidé, pesukoneliitäntä, lattialämmitys;Ei;;Kaapistot, kellarikomero, ulkoiluvälinevarasto;puistomaiset, pihalle, järvelle;Ei tiedossa. Kuntoarvio tehdään viimeistään 2021, johon asti noudatetaan perustajaurakoitsijan 10 ensimmäisen vuoden huolto-ohjelmaa. Mahdollinen pihakivetysten jatkaminen.;Vuositakuukorjaukset aloitettu 2012, iv-kanavien puhdistus ja säätö 2018.;"KESKUSTA-ASUMISTA JÄRVEN ÄÄRELLÄ, TERASSIPIHALLA

Mikäli haaveilet yhtä aikaisesti asumisesta Tampereen ydinkeskustassa sekä rauhallisesta ja vehreästä järvenrantamiljööstä, yhdistyy tässä kohteessa molemmat unelmasi.

Paraatipaikalla Ratinanrannan järvimaisemissa sijaitsee vuonna 2011 valmistunut As Oy Ratinannokka. Yhtiö koostuu kahdesta rakennuksesta ja yhteensä 43 asuinhuoneistosta. Sen lämmityksestä pitää huolen energiatehokas kaukolämpö ja raikkaan huoneilman takaa koneellinen ilmanvaihto, lämmöntalteenotolla varustettuna.

Yhtiöstä vapautuva ensimmäisen kerroksen huoneisto lumoaa vierailijansa poikkeavalla huonekorkeudellaan ja yhtenäisellä olohuone-keittiötiloillaan. 
Makuuhuone on reilun kokoinen ja varustettu vaatehuoneella.
Lattiapintoja koristaa parketti, seinät ovat vaaleaksi maalatut.
Laatoitettu kylpyhuone on runsas sekä tilojen että varustelunsa puolesta.

Olohuoneesta on käynti etelän suuntaiselle terassipihalle, missä voit nauttia kauniista kesäpäivistä, kuunnellen laineiden liplatusta ja seurata lähilaituriin saapuvia veneitä.

Säilytysratkaisun tarjoavat runsaat määrät kaapistoja, vaatehuone sekä yhtiön yhteisissä tiloissa sijaitseva irtaimistovarasto.
Mahdollisuus ostaa myös erillinen varasto-osake.

Autohalliin pääset vaivattomasti suoraan hissillä.

Tampereen monipuolisin ravintola- ja kulttuuritarjonta sekä Ratinan liikekeskus aivan kävelyetäisyydellä.

Asunto myydään vuokrattuna, sopimus irtisanottu, vapautuu viimeistään 1.8.2020

Esittelyt järjestetään toistaiseksi ainoastaan pyynnöstä. Varaa siis oma esittelyaikasi kohteen välittäjältä!"
448;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15522806;Aapelinraitti 3 B, Haapalinna, Tampere;Haapalinna;145 000 €;145 000 €;61 m²;2 377,05 € / m;;;274,50 € / kk;;3 / 5;2h+k+s+p;2;;Kyllä;Varustus: pesukoneliitäntä, suihku. Varustus: peilikaappi, bidee-suihku.;Kyllä;;vaatehuone, kellarikomero;;2019 piha-alueen rakenteet ja rakennelmat ym, 2019 sähköjärjestelmien määräaikaistarkastus, 2019 Pihavalaisimet, 2019 vesijohtojen uusiminen, 2020 kylpyhuoneiden uusiminen, 2020 ikkunoiden ja parvekeovien tiivisteet, 2020 yleistentilojen sähköistys, 2020, porrashuoneiden ja yleistentilojen kunnostus, 2020 lukituksen uusiminen, 2020 vesikattorakenteiden korjauksia, 2021 julkisivun betonipintojen maalaus, 2021paineenalennusventtiilit (lämmitusjärj.), 2021 sadevesikaivot, 2021 viemärien tarkastus ja huuhtelu, 2021 rakennusautomaation säätö ja tarkastus, 2022 ilmanvaihdon puhdistus ja säätö, 2022 korvausilma venttiilien suodattimet, 2023 vesikaton uusiminen, 2023 ilmanvaihtojärjestelmä.;2018 lämmönjaon uusiminen, 2018 LVI-suunnittelu (käyttövesiputket), 2018 Kuntoarvio/-tutkimus, 2009 IV-kanavien puhdistus ja säätö, 2007 saneerattu säätölaitteisto/automaatio-alakeskus, 2007 parvekelaattojen pinnoitus;"Muuttovalmis kolmannen kerroksen kaksio, jossa arjen pieniä iloja tuomassa 2019 remontoidut erillinen wc, kylpyhuone sekä sauna! Huoneisto on vaaleasävyinen lattioissa laminaatit ja seinät maalattuina. Ehdoton lisävaruste on vaatehuone.

Yhtiössä on juuri valmistunut käyttövesiputkistosaneeraus!

Haapalinnankylästä on matkaa Tampereen keskustaan noin 6 km. Alueelta on hyvät bussiyhteydet keskustaan.

HUOM!! Huoneisto on heti vapaa ja myydään velattomana. Isännöitsijäntodistuksessa mainitusta yhtiölainaosuudesta vastaa myyjä.

Tämänkin Kodin välittää:
Joonas Jussila | 040 544 5739 | joonas.jussila@huoneistokeskus.fi"
449;https://asunnot.oikotie.fi/myytavat-asunnot/tampere/15522698;Arkkitehdinkatu 20 b, Hervanta, Tampere;Hervanta;88 073,06 €;95 000 €;63 m²;1 507,94 € / m;106,31 € / kk;268 € / kk;374,31 € / kk;;4 / 5;2 h+k+sauna+ph+vh+p;2;Vapautuminen sopimuksen mukaan;Kyllä;pesuhuone osin laatoitettu osin muovia, lattiat muovia, tilava ph;Kyllä;;;;Katso kunnossapitotarveselvitys.;1997-1999 Huoneistojen märkätilojen saneeraus, 2000 Rakennusautomaatiolaitteet, 2004 Vesikattoremontti, Julkisivu- ja parvekesaneeraus, 2005 Molok-syväkeräysjärjestelmän asentaminen, 2007 Lämmönjakolaitteiden uusiminen, patteri- ja linjasäätöventtiilien uusiminen, 2010 Lukostosarjoitus, 2013 Ikkunoiden ja parvekeovien uusiminen, ilmanvaihtokanaviston puhdistus ja säätö, 2014 Porraskäytävien seinähalkeamien korjaus ja maalaus, Vesikatteen huoltokorjauksia, 2016 Lämmitys-, käyttövesi- ja viemäriverkoston kuntotutkimus (LVV), Pihasaneeraus/Suunnitteluvaihe, Vesikatteen huoltokorjauksia, 2017 Koodilukkojen asennus (Ovet A-B), Jäte- ja sadevesiviemäreiden painehuuhtelu, 2018 Pesu- ja WC-tilojen kuntokartoitus, Valvonta-alakeskuksen uusiminen, Pihapäällystekorjaukset, 2019 Hissien kuntotarkastus.;Mainiolla, rauhallisella paikalla tilava 4. kerroksen saunallinen kaksio toimivalla ja avaralla pohjaratkaisulla. Hyvin hoidettu omatonttinen yhtiö.  Lenkkimaastot ja palvelut vieressä, ikkunoista vehreät ja viehättävät maisemat. Asunto on siistissä peruskunnossa, halutessasi laitat pintoja oman näköiseksi. Pienellä pintaremontilla mainio koti niin omaksi tai vaikka sijoittajalle!
